-0.8258,-0.5991,-0.3540,-0.9873,0.9006,-1.8616,-1.3019,-0.4482,-0.7187,-0.1584,0.9816,0.4767,0.6984,1.3031,0.1474,1.0431,1.9447,1.4009,1.1216,0.7002
-0.6448,-0.3234,-0.1723,0.5203,0.4283,-0.1162,0.6919,0.7696,0.9542,-0.2861,-0.8939,0.2168,0.2958,-0.6948,-0.4337,-0.4517,-0.2646,-1.2867,-0.4450,-0.4288
0.8120,0.4537,-0.6719,1.1207,0.6256,0.3073,1.1275,1.0100,0.8113,0.9329,-0.3405,-0.8535,0.3492,1.3691,0.2394,-0.5754,-1.1549,-0.6684,0.5211,0.7838
0.0816,1.1340,-0.1344,1.1955,1.0492,0.5730,-0.0139,0.1040,0.9474,0.6551,-0.8871,0.7467,-1.1638,0.4461,0.7642,-1.6779,-0.3289,1.1617,-0.6075,0.6194
-0.9777,0.4545,0.3495,-1.6640,-1.6850,-0.2478,-0.2791,-0.8550,0.0927,-0.1075,-0.4017,0.3837,-0.8656,-0.0529,0.0170,0.6325,1.5812,0.9628,1.2091,0.4939
-0.0227,-1.0890,-0.0579,0.0624,0.1234,-1.7800,-0.7490,-0.6870,0.2930,-0.3529,0.9579,1.8882,0.6526,0.5813,-1.0310,0.2264,-0.7845,-0.9726,0.1600,0.2486
-0.1005,-0.9613,-1.5394,0.4516,0.0159,-0.6203,-1.0112,0.7671,1.0709,-0.8733,-0.7360,-1.0894,-2.4011,-0.0599,-0.1495,-1.1503,-0.8036,0.9393,1.4830,1.7283
0.8859,1.1533,2.1937,-0.0094,0.6696,0.5765,0.1286,0.4579,1.6328,1.8106,-0.8420,1.0258,1.6900,0.0466,-0.3825,0.1428,-0.4196,-0.3571,-0.9349,0.1763
-1.6782,1.8606,0.6968,0.3915,0.4855,1.1701,0.9509,-0.1723,-0.7453,-0.3135,0.5004,-0.7233,0.2933,-0.2447,0.5259,0.8926,1.8731,0.4076,0.7733,1.7750
0.1743,0.8747,-0.0557,2.0446,1.5352,2.0156,2.2098,1.0209,0.5752,-0.0998,0.1178,0.0175,0.0466,-0.8084,0.9805,-1.1786,-1.3058,-1.5150,0.2946,-0.2765
-0.6339,0.3215,0.0918,-0.1376,0.3872,-1.2183,-0.5349,-0.5118,-1.0893,1.4256,1.3934,0.3069,0.6214,-0.7731,0.1623,-0.6497,-1.2019,-0.4618,-0.4056,-1.1318
0.1696,0.5114,2.1823,0.8491,0.1627,0.4144,-1.1773,-1.3920,-0.8866,-0.5695,-1.3894,-0.2657,1.3586,1.6253,0.9037,1.0171,1.9202,2.5642,1.7881,1.4424
-0.1100,1.7685,0.3218,0.1199,-0.6364,-0.8949,0.2927,-0.2078,-1.7465,-0.6967,-1.0680,-0.8250,0.7318,0.1780,-0.0004,0.8807,1.6733,0.7004,1.9141,0.5295
1.9737,1.5509,1.0375,-0.3239,-1.9593,-0.7963,-0.0117,0.3220,-1.1205,0.5165,-0.8162,-0.1415,-0.3206,0.4736,-0.0255,0.2158,-0.9965,-0.0717,0.2271,-0.8122
0.5325,0.5850,-0.3244,-0.0358,-0.9070,-1.5990,-1.6990,-1.0271,-0.8198,0.0953,-0.6401,-1.3561,-0.6863,-0.6870,-0.1955,-0.6965,0.0169,-0.1610,-1.2530,0.0771
0.6879,0.2789,-0.0389,0.3052,0.0696,-0.1802,0.3112,0.7308,-0.2376,0.5200,0.3534,0.9588,0.6764,0.2854,0.5355,-0.7440,1.0034,-0.2472,0.2780,-2.1473
0.0799,0.0745,0.0874,0.1860,0.1122,1.0126,-0.2148,-0.3290,0.7844,1.1799,-0.2439,0.1759,0.4866,2.0295,0.4728,1.4589,1.2460,1.2255,0.4260,1.7040
0.0428,-0.0162,0.0078,0.4895,0.4031,0.4421,0.0471,-0.5267,-0.2047,-0.0362,0.2615,1.5009,2.1919,0.4428,-0.6497,-0.7271,-0.4099,1.3838,0.5754,-0.4773
-0.9064,-0.0106,-0.0316,-1.1160,0.2281,0.0190,-0.9957,-0.6811,0.1658,0.4990,1.1234,0.8346,-0.3404,-0.6654,-1.9121,-1.0419,-1.2403,-1.2832,-1.3166,-1.3711
-0.1671,0.4402,0.4000,0.0689,1.0359,0.1403,-1.6900,-1.6327,-1.1134,-1.2445,-1.0528,-0.3467,0.0337,-1.6251,0.0263,0.7223,0.3309,-0.1044,-0.3800,0.5412
1.6417,0.8405,0.1312,-0.6096,1.0523,0.8520,-0.3087,-1.0522,-0.1507,-0.8923,-1.3993,-0.4274,-0.6924,-1.1226,-0.5179,-1.8855,-0.7594,-0.2073,-0.3169,-1.5828
1.1284,-0.7162,-1.4342,-2.3925,-1.6802,-0.4562,0.0904,0.5039,-0.1610,1.1963,1.1040,-1.2046,-0.5059,-1.3899,-0.1397,-0.0883,-0.2129,0.2836,-0.7441,0.6799
2.3907,2.1470,0.8342,1.0454,0.1220,-0.5616,-0.0777,-0.0673,-0.7337,-0.1359,-0.8288,-0.9901,-0.4261,-0.1116,0.4947,-0.1500,-0.3698,-1.4006,-1.4670,-1.3278
0.3076,0.2778,-0.4722,0.0299,1.6780,0.6607,1.2117,1.7625,0.8791,-0.4966,-0.1989,1.2075,0.8474,2.1586,0.8930,0.4451,-0.4465,-0.2828,1.5301,0.8523
-0.1696,0.0036,-0.6567,0.2263,0.9466,0.7795,-0.0804,1.2323,1.1939,-0.2369,-1.0722,-2.5873,-0.2302,1.1809,0.4425,-0.0490,0.9877,1.5069,0.7406,0.3345
-1.1152,-0.2855,-0.3193,-0.7516,-0.0884,-1.6805,-1.3273,-1.2261,0.1760,0.7101,-0.2026,-0.2615,0.4859,0.0318,-1.0203,0.4904,0.8100,1.5325,0.1123,0.4793
-0.8748,-0.3780,1.3002,0.6710,0.3410,0.8289,-1.4451,-0.8093,-0.1967,0.2650,0.8087,0.4135,0.7510,-1.0961,-0.3586,0.1895,-1.5084,0.5515,0.9486,0.6018
-0.0647,-0.7928,-0.6980,-1.5864,-0.8947,-1.7670,-1.1404,-0.3010,-0.8205,0.2805,0.0123,-0.0657,0.4619,0.9997,-0.4267,-0.6197,-0.7462,0.6070,-0.9662,0.4869
0.1729,0.4062,1.7628,0.8071,0.3110,0.1476,0.4776,-0.9411,-1.0765,0.8129,1.9649,2.4975,1.9305,0.4280,0.5706,0.6850,-1.1019,-0.2312,-0.2205,2.7885
-2.8419,-1.9197,-0.2399,0.2919,0.5788,1.2170,0.7822,1.1732,0.0156,0.2327,-0.0498,0.6760,-0.5743,-0.1558,-0.3722,-0.2917,-1.3685,-0.7865,-0.8291,-0.4269
-0.9333,-0.3219,-0.8457,-0.3599,-1.3387,-1.7458,-0.2298,-0.3148,0.8061,0.7055,0.3433,0.5992,-0.7961,-0.7228,-1.9666,-0.9952,1.0257,-0.2631,-1.0839,0.0479
-0.1895,0.6645,0.6648,0.6774,-0.4808,0.4931,-1.2171,-0.3759,-0.3835,-0.4397,-1.7237,0.2117,1.5762,-0.8362,0.1825,-0.9952,-0.4133,-0.5948,-0.2088,0.5823
-1.0215,0.5126,0.6278,1.1004,0.6596,1.7161,0.5621,1.3912,2.1902,0.3402,-0.3803,-0.5908,-1.0458,-0.3945,0.9310,0.3485,0.3663,0.9460,-0.3609,-0.4995
